# L = 3	dim_loc = 3	n_dis = 1	
# Jzz = 1.0	hz = 0.9	alphas = [(0.86602540378443871+0.49999999999999994j), (0.86602540378443871-0.49999999999999994j)]	betas = [1, 1]	lambdas = [1, 1]	
#time_set	abs_Z	ang_Z	t_histogram
1.000000000000000000e+00 9.984441037149222042e-01 1.249508429992644712e-04 0.000000000000000000e+00
2.000000000000000000e+00 9.966265436418944024e-01 1.283640065299323845e-03 0.000000000000000000e+00
4.000000000000000000e+00 9.888889742103403879e-01 1.966861825407903355e-03 0.000000000000000000e+00
8.000000000000000000e+00 9.768307689492795598e-01 3.200182824403233813e-03 0.000000000000000000e+00
1.600000000000000000e+01 9.272963645668578225e-01 1.240785567965129680e-03 0.000000000000000000e+00
3.200000000000000000e+01 8.235501485693823565e-01 1.893999787837319718e-02 0.000000000000000000e+00
6.400000000000000000e+01 8.842377989891236911e-01 1.464721971366389659e-02 0.000000000000000000e+00
1.280000000000000000e+02 7.951717565818495759e-01 2.758273122458439544e-02 0.000000000000000000e+00
2.560000000000000000e+02 9.925958398563770047e-01 4.142982200498885638e-03 0.000000000000000000e+00
5.120000000000000000e+02 9.935714889153981488e-01 1.731373938508785470e-03 0.000000000000000000e+00
1.024000000000000000e+03 9.856981910869281327e-01 4.703722901254270457e-03 0.000000000000000000e+00
2.048000000000000000e+03 9.595434692116990849e-01 2.010463207213715464e-03 0.000000000000000000e+00
4.096000000000000000e+03 8.736442278353288016e-01 1.626435497715328013e-02 0.000000000000000000e+00
8.192000000000000000e+03 7.691123010313758446e-01 2.544505850296811464e-02 0.000000000000000000e+00
1.638400000000000000e+04 7.847893083148766991e-01 7.675071457217894945e-03 0.000000000000000000e+00
3.276800000000000000e+04 6.199250389180396281e-01 -2.805143977327739443e-02 0.000000000000000000e+00
6.553600000000000000e+04 2.955042698703961301e-01 -1.346541061716639565e+00 0.000000000000000000e+00
1.310720000000000000e+05 7.792305088109388045e-01 -2.078031297647985109e+00 0.000000000000000000e+00
2.621440000000000000e+05 8.647184764953269598e-01 2.109909289792915033e+00 3.000000000000000000e+00
5.242880000000000000e+05 8.240715797650953744e-01 -2.051480929484907012e+00 0.000000000000000000e+00
1.048576000000000000e+06 7.189352937725145276e-01 2.091355615442042293e+00 0.000000000000000000e+00
2.097152000000000000e+06 4.066066037403393008e-01 -2.002643746768310695e+00 0.000000000000000000e+00
4.194304000000000000e+06 1.638251994563040270e-01 -3.893476096549917109e-01 0.000000000000000000e+00
8.388608000000000000e+06 5.373744451816228063e-01 -2.171551716635485629e+00 0.000000000000000000e+00
1.677721600000000000e+07 3.312673617729521292e-01 1.188763575867656241e-01 0.000000000000000000e+00
3.355443200000000000e+07 4.322422005029806225e-01 2.363138541871447007e+00 0.000000000000000000e+00
6.710886400000000000e+07 4.612629422324232564e-01 -8.412444384616052373e-02 0.000000000000000000e+00
1.342177280000000000e+08 2.940655364506793989e-01 -2.402697809804112961e+00 0.000000000000000000e+00
2.684354560000000000e+08 3.256922336752018365e-01 -6.825781037334500700e-01 0.000000000000000000e+00
5.368709120000000000e+08 7.568225637943638562e-01 -2.100622979858028039e+00 0.000000000000000000e+00
1.073741824000000000e+09 6.917306741017564820e-01 2.111269422845268195e+00 0.000000000000000000e+00
2.147483648000000000e+09 3.851627602560976915e-01 -1.718245547303304699e+00 0.000000000000000000e+00
4.294967296000000000e+09 7.239222969914287376e-01 -2.128409592628337066e+00 0.000000000000000000e+00
8.589934592000000000e+09 4.485812575034754945e-01 1.868938285355145279e+00 0.000000000000000000e+00
1.717986918400000000e+10 5.892617295558383317e-01 2.247556489409850755e+00 0.000000000000000000e+00
3.435973836800000000e+10 2.973690648310453599e-01 -8.316855892569968711e-01 0.000000000000000000e+00
6.871947673600000000e+10 8.828647943517138330e-01 -2.112967683575306399e+00 0.000000000000000000e+00
1.374389534720000000e+11 7.302221854835236892e-01 2.066868265424475215e+00 0.000000000000000000e+00
2.748779069440000000e+11 4.629323352491463983e-01 -2.214904283258034123e+00 0.000000000000000000e+00
5.497558138880000000e+11 2.634403624782825221e-02 -3.285207259563618365e-01 0.000000000000000000e+00
