# L = 3	dim_loc = 3	n_dis = 1	
# Jzz = 1.0	hz = 0.9	alphas = [(0.86602540378443871+0.49999999999999994j), (0.86602540378443871-0.49999999999999994j)]	betas = [1, 1]	lambdas = [1, 1]	
#time_set	abs_Z	ang_Z	t_histogram
1.000000000000000000e+00 9.881311527789202742e-01 9.723107561836485686e-04 0.000000000000000000e+00
2.000000000000000000e+00 9.702311659240182573e-01 2.481062958979033360e-03 0.000000000000000000e+00
4.000000000000000000e+00 9.671025605216808652e-01 1.114963129637277194e-02 0.000000000000000000e+00
8.000000000000000000e+00 9.678502341844008594e-01 -2.245561051142127076e-03 0.000000000000000000e+00
1.600000000000000000e+01 9.305980749140151387e-01 -5.701324223842946584e-03 0.000000000000000000e+00
3.200000000000000000e+01 9.682611497179400839e-01 -3.236622493147820275e-05 0.000000000000000000e+00
6.400000000000000000e+01 9.349904026889321873e-01 -7.109307168695959585e-03 0.000000000000000000e+00
1.280000000000000000e+02 9.513208594976449994e-01 -3.710652050401551470e-03 0.000000000000000000e+00
2.560000000000000000e+02 9.248856965810541286e-01 -5.258741768120945258e-03 0.000000000000000000e+00
5.120000000000000000e+02 9.822086884782896821e-01 -5.554485723480544201e-03 0.000000000000000000e+00
1.024000000000000000e+03 9.695367508505063903e-01 -8.456456083245219094e-03 0.000000000000000000e+00
2.048000000000000000e+03 9.489441841206648354e-01 -1.852142419254953001e-02 0.000000000000000000e+00
4.096000000000000000e+03 9.630767435898360818e-01 9.672757455953192446e-03 0.000000000000000000e+00
8.192000000000000000e+03 9.370303632726306731e-01 4.224098038936473752e-03 0.000000000000000000e+00
1.638400000000000000e+04 9.447101374523694250e-01 -1.148842902434751324e-02 0.000000000000000000e+00
3.276800000000000000e+04 9.333334462474914828e-01 9.655641336687569715e-03 0.000000000000000000e+00
6.553600000000000000e+04 9.097881090050902175e-01 1.373449611918638007e-02 0.000000000000000000e+00
1.310720000000000000e+05 8.650068964357900958e-01 -5.111689947270553654e-03 0.000000000000000000e+00
2.621440000000000000e+05 6.542177043882969611e-01 -4.603422562040269256e-02 0.000000000000000000e+00
5.242880000000000000e+05 1.979035760180979930e-01 -1.599720237382349142e+00 0.000000000000000000e+00
1.048576000000000000e+06 3.993249190181493158e-01 -1.830465750554614024e+00 0.000000000000000000e+00
2.097152000000000000e+06 5.628518538389664094e-01 -2.024260194671081869e+00 0.000000000000000000e+00
4.194304000000000000e+06 3.111494731261632563e-01 -2.268587174441365928e+00 0.000000000000000000e+00
8.388608000000000000e+06 3.671552608636444170e-01 -4.750617623049977478e-01 0.000000000000000000e+00
1.677721600000000000e+07 8.593395681378553919e-01 -2.092881396883858436e+00 0.000000000000000000e+00
3.355443200000000000e+07 5.895110861353790588e-01 2.221820092142583469e+00 3.000000000000000000e+00
6.710886400000000000e+07 4.630711133448802697e-01 -2.973456909848505303e-01 0.000000000000000000e+00
1.342177280000000000e+08 6.937275761924230899e-01 -2.034041928908764341e+00 0.000000000000000000e+00
2.684354560000000000e+08 3.235206918100914097e-01 -3.121082973408062067e+00 0.000000000000000000e+00
5.368709120000000000e+08 9.206035991819899733e-01 1.453109105066982890e-02 0.000000000000000000e+00
1.073741824000000000e+09 8.731129117149757368e-01 -2.606657350312940619e-03 0.000000000000000000e+00
2.147483648000000000e+09 7.052955136210160569e-01 -1.423314758016878089e-02 0.000000000000000000e+00
4.294967296000000000e+09 2.010340258288481063e-01 -4.991894046436257670e-01 0.000000000000000000e+00
8.589934592000000000e+09 3.878220381882337975e-01 -2.370231423366652823e+00 0.000000000000000000e+00
1.717986918400000000e+10 5.688419705020981709e-01 -1.143279894680120784e-01 0.000000000000000000e+00
3.435973836800000000e+10 4.202468908335686426e-01 -1.919951051832794908e+00 0.000000000000000000e+00
6.871947673600000000e+10 4.286580602547985785e-01 -1.833394351062515470e+00 0.000000000000000000e+00
1.374389534720000000e+11 5.917406795228404848e-01 -2.041840362672656450e+00 0.000000000000000000e+00
2.748779069440000000e+11 1.298708847052662263e-01 -2.081104755806255202e+00 0.000000000000000000e+00
5.497558138880000000e+11 2.034498175152169297e-01 -9.635261842140644406e-01 0.000000000000000000e+00
