# L = 5	dim_loc = 3	n_dis = 1	
# Jzz = 1.0	hz = 0.9	alphas = [(0.86602540378443871+0.49999999999999994j), (0.86602540378443871-0.49999999999999994j)]	betas = [1, 1]	lambdas = [1, 1]	
#time_set	abs_Z	ang_Z	t_histogram
1.000000000000000000e+00 9.893432004548299297e-01 -1.410278544101148195e-04 0.000000000000000000e+00
2.000000000000000000e+00 9.638737213741195298e-01 1.731373907034640673e-04 0.000000000000000000e+00
4.000000000000000000e+00 8.960466141621264979e-01 -2.271628861551116402e-03 0.000000000000000000e+00
8.000000000000000000e+00 7.882354262241372256e-01 -1.424193726281276426e-02 0.000000000000000000e+00
1.600000000000000000e+01 9.605057710623833289e-01 -6.223834889085961410e-06 0.000000000000000000e+00
3.200000000000000000e+01 8.882610668447270541e-01 1.219078445297303546e-02 0.000000000000000000e+00
6.400000000000000000e+01 8.360747709671525474e-01 -2.621600359726496392e-03 0.000000000000000000e+00
1.280000000000000000e+02 8.480694700276409925e-01 5.436715636364693877e-02 0.000000000000000000e+00
2.560000000000000000e+02 8.328877329736610324e-01 1.974400210612865109e-03 0.000000000000000000e+00
5.120000000000000000e+02 7.855210650103074954e-01 -4.103188801418602982e-02 0.000000000000000000e+00
1.024000000000000000e+03 8.414788632719091277e-01 2.988075925044084060e-03 0.000000000000000000e+00
2.048000000000000000e+03 8.519217230966995569e-01 -4.907295746302033773e-02 0.000000000000000000e+00
4.096000000000000000e+03 8.415165448168090423e-01 6.842782988997055203e-04 0.000000000000000000e+00
8.192000000000000000e+03 8.148353246143180684e-01 -2.711448119474808155e-02 0.000000000000000000e+00
1.638400000000000000e+04 8.972235928211867995e-01 1.476932410136815206e-02 0.000000000000000000e+00
3.276800000000000000e+04 8.129836265780449045e-01 7.891961632904532023e-03 0.000000000000000000e+00
6.553600000000000000e+04 8.084650832814634924e-01 4.963551192995969974e-03 0.000000000000000000e+00
1.310720000000000000e+05 8.547208598864532991e-01 1.036367648317139747e-02 0.000000000000000000e+00
2.621440000000000000e+05 7.708246372508198441e-01 -5.307107390747472717e-03 0.000000000000000000e+00
5.242880000000000000e+05 7.161611789261468353e-01 -1.646648653232377080e-02 0.000000000000000000e+00
1.048576000000000000e+06 6.424592027665563254e-01 5.926541490416406543e-02 0.000000000000000000e+00
2.097152000000000000e+06 5.845850796143369221e-01 3.281867659091458611e-02 0.000000000000000000e+00
4.194304000000000000e+06 2.575241611583670709e-01 2.462470291730350369e-01 0.000000000000000000e+00
8.388608000000000000e+06 2.344865219393323097e-01 2.295820403465733683e+00 5.000000000000000000e+00
1.677721600000000000e+07 4.843974897870123586e-01 5.474127611697977847e-02 0.000000000000000000e+00
3.355443200000000000e+07 2.614012923854092119e-01 -4.808744846778212900e-01 0.000000000000000000e+00
6.710886400000000000e+07 5.354906536987810162e-01 -2.210642590199102031e+00 0.000000000000000000e+00
1.342177280000000000e+08 3.401097275461251734e-01 2.208297227726045531e+00 0.000000000000000000e+00
2.684354560000000000e+08 2.956582244612271926e-01 -8.821745517622438248e-02 0.000000000000000000e+00
5.368709120000000000e+08 4.197563410700463349e-01 -2.085957361868943316e+00 0.000000000000000000e+00
1.073741824000000000e+09 9.958003713578829352e-02 -2.443069361916358206e-01 0.000000000000000000e+00
2.147483648000000000e+09 2.043844728853461690e-01 -2.289346149418989729e+00 0.000000000000000000e+00
4.294967296000000000e+09 3.840360590227848703e-01 -2.564316587808171954e-01 0.000000000000000000e+00
8.589934592000000000e+09 3.331965782923470565e-01 -1.883032660653398693e+00 0.000000000000000000e+00
1.717986918400000000e+10 2.820533744769220807e-01 -1.919668795436691777e+00 0.000000000000000000e+00
3.435973836800000000e+10 2.129316454230126554e-01 -1.491916095497295869e+00 0.000000000000000000e+00
6.871947673600000000e+10 5.643046378429015242e-01 -2.006734784208010769e+00 0.000000000000000000e+00
1.374389534720000000e+11 3.216897921995401366e-01 2.407275755354331359e+00 0.000000000000000000e+00
2.748779069440000000e+11 3.587165714701381347e-01 -1.200245893587434803e-01 0.000000000000000000e+00
5.497558138880000000e+11 1.361770754941260819e-01 -2.688268060809202886e+00 0.000000000000000000e+00
