# L = 6	dim_loc = 3	n_dis = 1	
# Jzz = 1.0	hz = 0.9	alphas = [(0.86602540378443871+0.49999999999999994j), (0.86602540378443871-0.49999999999999994j)]	betas = [1, 1]	lambdas = [1, 1]	
#time_set	abs_Z	ang_Z	t_histogram
1.000000000000000000e+00 9.963930348857926722e-01 -4.355406588235698575e-04 0.000000000000000000e+00
2.000000000000000000e+00 9.941181945815238397e-01 1.014594795237760147e-03 0.000000000000000000e+00
4.000000000000000000e+00 9.930999149183479258e-01 -4.903629572451704779e-05 0.000000000000000000e+00
8.000000000000000000e+00 9.960782290999791178e-01 1.278014960609861030e-03 0.000000000000000000e+00
1.600000000000000000e+01 9.892991992472898177e-01 2.849389488490869198e-03 0.000000000000000000e+00
3.200000000000000000e+01 9.945415193879179050e-01 2.366825899780932298e-04 0.000000000000000000e+00
6.400000000000000000e+01 9.941285402854190822e-01 1.614792832253646518e-03 0.000000000000000000e+00
1.280000000000000000e+02 9.944066259859465351e-01 6.336415434861457634e-05 0.000000000000000000e+00
2.560000000000000000e+02 9.933715329643639791e-01 6.230518586916155427e-04 0.000000000000000000e+00
5.120000000000000000e+02 9.928714095517270355e-01 -4.175374369461080904e-04 0.000000000000000000e+00
1.024000000000000000e+03 9.949900936187168199e-01 -8.561204583388745942e-04 0.000000000000000000e+00
2.048000000000000000e+03 9.946068579661363485e-01 1.951591999932896816e-03 0.000000000000000000e+00
4.096000000000000000e+03 9.938572611618010644e-01 -8.285524028526229830e-04 0.000000000000000000e+00
8.192000000000000000e+03 9.896593302559191230e-01 6.943884065449424520e-04 0.000000000000000000e+00
1.638400000000000000e+04 9.935301444247591762e-01 4.923622088132979108e-04 0.000000000000000000e+00
3.276800000000000000e+04 9.929764857446616855e-01 1.832556635654747910e-04 0.000000000000000000e+00
6.553600000000000000e+04 9.900513745646705166e-01 3.518233067890401584e-03 0.000000000000000000e+00
1.310720000000000000e+05 9.921163271205434286e-01 -1.523169365462062521e-04 0.000000000000000000e+00
2.621440000000000000e+05 9.937795156809040575e-01 4.291142108210633773e-04 0.000000000000000000e+00
5.242880000000000000e+05 9.911198193023202929e-01 8.025224952533976030e-04 0.000000000000000000e+00
1.048576000000000000e+06 9.898702673346294612e-01 1.708616707347336561e-03 0.000000000000000000e+00
2.097152000000000000e+06 9.940388472037521295e-01 1.418871509101274310e-03 0.000000000000000000e+00
4.194304000000000000e+06 9.966424554109848399e-01 -4.969263299506490161e-04 0.000000000000000000e+00
8.388608000000000000e+06 9.939617915524912029e-01 4.725338571575390359e-04 0.000000000000000000e+00
1.677721600000000000e+07 9.900554542000502556e-01 1.713692626505064574e-03 0.000000000000000000e+00
3.355443200000000000e+07 9.930245972121102271e-01 1.469802391737005985e-03 0.000000000000000000e+00
6.710886400000000000e+07 9.771021683869133279e-01 1.973619480518654622e-03 0.000000000000000000e+00
1.342177280000000000e+08 9.427420366755868697e-01 2.822937838937889399e-03 0.000000000000000000e+00
2.684354560000000000e+08 8.064840776639684572e-01 1.912043569001700694e-02 0.000000000000000000e+00
5.368709120000000000e+08 3.637243696760694700e-01 2.834540634699582728e-01 0.000000000000000000e+00
1.073741824000000000e+09 5.382828308081150093e-01 2.272769053519632987e+00 6.000000000000000000e+00
2.147483648000000000e+09 6.087221497148885829e-01 -1.251852342674321938e-01 0.000000000000000000e+00
4.294967296000000000e+09 4.447183481872322153e-01 -1.833129524939314248e+00 0.000000000000000000e+00
8.589934592000000000e+09 5.927475333588478890e-01 -2.031838789813589674e+00 0.000000000000000000e+00
1.717986918400000000e+10 2.146972265432368077e-01 -2.077341517300192120e+00 0.000000000000000000e+00
3.435973836800000000e+10 2.950946729693267323e-01 -1.041233051431615930e+00 0.000000000000000000e+00
6.871947673600000000e+10 8.448169303222828885e-01 -2.091272006331058364e+00 0.000000000000000000e+00
1.374389534720000000e+11 4.773167728753482386e-01 2.115686815597624282e+00 0.000000000000000000e+00
2.748779069440000000e+11 2.573437020633042582e-01 9.208855067512115022e-01 0.000000000000000000e+00
5.497558138880000000e+11 7.077438057608829158e-01 2.116623512147114639e+00 0.000000000000000000e+00
