# L = 4	dim_loc = 3	n_dis = 1	
# Jzz = 1.0	hz = 0.9	alphas = [(0.86602540378443871+0.49999999999999994j), (0.86602540378443871-0.49999999999999994j)]	betas = [1, 1]	lambdas = [1, 1]	
#time_set	abs_Z	ang_Z	t_histogram
1.000000000000000000e+00 9.979066038162945906e-01 -8.994045394779536526e-04 0.000000000000000000e+00
2.000000000000000000e+00 9.924832910805513331e-01 -2.669802911508895038e-03 0.000000000000000000e+00
4.000000000000000000e+00 9.907100159147934626e-01 -1.036670854898211419e-03 0.000000000000000000e+00
8.000000000000000000e+00 9.698142171836809933e-01 -8.660098866142532451e-03 0.000000000000000000e+00
1.600000000000000000e+01 9.410903850291141293e-01 -1.917527522689045638e-02 0.000000000000000000e+00
3.200000000000000000e+01 8.968007722530914050e-01 -5.014523405014090912e-02 0.000000000000000000e+00
6.400000000000000000e+01 9.713115232015497869e-01 -1.063310175162938617e-02 0.000000000000000000e+00
1.280000000000000000e+02 9.031262598043358070e-01 -4.808573226129990441e-02 0.000000000000000000e+00
2.560000000000000000e+02 9.570915578669993984e-01 -2.087211518531924964e-02 0.000000000000000000e+00
5.120000000000000000e+02 9.079735996265194675e-01 -4.185635791573651815e-02 0.000000000000000000e+00
1.024000000000000000e+03 9.156887494412516704e-01 -3.087670221347371680e-02 0.000000000000000000e+00
2.048000000000000000e+03 8.768039063322763393e-01 -3.487415370049241209e-02 0.000000000000000000e+00
4.096000000000000000e+03 7.615117407922320503e-01 -2.257127997490276927e-02 0.000000000000000000e+00
8.192000000000000000e+03 4.226369571034585548e-01 2.233327621346755665e-01 0.000000000000000000e+00
1.638400000000000000e+04 5.526546575208548528e-01 2.116631330114798981e+00 4.000000000000000000e+00
3.276800000000000000e+04 2.712774154513565850e-01 -3.559493990046723733e-01 0.000000000000000000e+00
6.553600000000000000e+04 4.189734707920827472e-01 -2.340570837682390160e+00 0.000000000000000000e+00
1.310720000000000000e+05 6.248803169759390430e-01 -3.811675589841268669e-02 0.000000000000000000e+00
2.621440000000000000e+05 7.962987461407189382e-02 -8.203280398427051923e-01 0.000000000000000000e+00
5.242880000000000000e+05 1.238046112063688475e-01 -2.471672014380875915e+00 0.000000000000000000e+00
1.048576000000000000e+06 3.794514399478259858e-01 -2.343757518293394237e-01 0.000000000000000000e+00
2.097152000000000000e+06 4.880532920905192307e-01 -2.303806794441182859e+00 0.000000000000000000e+00
4.194304000000000000e+06 5.492843062936241250e-01 1.256199590506278940e-01 0.000000000000000000e+00
8.388608000000000000e+06 3.520341036346441022e-01 1.749151292712966432e+00 0.000000000000000000e+00
1.677721600000000000e+07 6.268366684600267247e-01 2.047745220310179803e+00 0.000000000000000000e+00
3.355443200000000000e+07 2.230203742522341159e-01 2.956778007835582311e+00 0.000000000000000000e+00
6.710886400000000000e+07 5.299217580470713118e-01 5.750037537985704800e-02 0.000000000000000000e+00
1.342177280000000000e+08 2.043527501789386414e-01 2.226117694933126501e+00 0.000000000000000000e+00
2.684354560000000000e+08 3.223290683105976551e-01 4.212679290823960199e-01 0.000000000000000000e+00
5.368709120000000000e+08 7.150850578420491210e-01 2.129787782593845158e+00 0.000000000000000000e+00
1.073741824000000000e+09 2.985880599529192048e-01 -1.638198493552896151e+00 0.000000000000000000e+00
2.147483648000000000e+09 6.300845265182378752e-01 -2.014976225553605449e+00 0.000000000000000000e+00
4.294967296000000000e+09 3.271111971288599429e-01 -2.790269003011651705e+00 0.000000000000000000e+00
8.589934592000000000e+09 8.675231533435622255e-01 -4.389473021674476089e-03 0.000000000000000000e+00
1.717986918400000000e+10 8.199768681909507251e-01 -6.440130054110404165e-03 0.000000000000000000e+00
3.435973836800000000e+10 4.874729622375004179e-01 1.342392269069617450e-01 0.000000000000000000e+00
6.871947673600000000e+10 4.998494670713513055e-01 1.982394952251662623e+00 0.000000000000000000e+00
1.374389534720000000e+11 4.253148349720738408e-01 2.217170793967937925e+00 0.000000000000000000e+00
2.748779069440000000e+11 3.420429041236083822e-01 2.490793928745151931e-01 0.000000000000000000e+00
5.497558138880000000e+11 5.069462702702904888e-01 2.224606123929885992e+00 0.000000000000000000e+00
