#{"EXACTH": true, "JZZ": 1, "n_dis": 100, "alphas": {"__ndarray__": [{"__complex__": [0.9238795325112867, 0.3826834323650898]}, {"__complex__": [0.9238795325112867, -0.3826834323650898]}], "dtype": "complex128", "shape": [2]}, "hX": 0.1, "EXACTKICK": false, "EVOLVEZ": false, "time_set": {"__ndarray__": [1, 2, 4, 8, 16, 32, 64, 128, 256, 512, 1024, 2048, 4096, 8192, 16384, 32768, 65536, 131072, 262144, 524288, 1048576, 2097152, 4194304, 8388608, 16777216, 33554432, 67108864, 134217728, 268435456, 536870912, 1073741824, 2147483648, 4294967296, 8589934592, 17179869184, 34359738368, 68719476736, 137438953472, 274877906944, 549755813888], "dtype": "int64", "shape": [40]}, "L": 4, "dim_loc": 3, "hZ": 0.3, "betas": {"__ndarray__": [1.0, 1.0], "dtype": "float64", "shape": [2]}, "lambdas": {"__ndarray__": [1.0, 1.0], "dtype": "float64", "shape": [2]}}
#0.39269908169872414
#epsilon, mean(gaps), mean(shifted_gaps),            mean(log10_gaps), mean(log10_shifted_gaps), ratio
3.162277660168379412e-01 7.757018897752575304e-02 2.951835965977799361e-02 -1.212027244199247011e+00 -1.756145185302413259e+00 4.965372136233482947e-01 4.429638872090642654e-35 1.713490042456947810e-04 6.965581714144206430e-04 4.125475681604883621e-02 2.346106187866324640e-03
1.930697728883249975e-01 7.757018897752576692e-02 1.146085509464701488e-02 -1.235958283189293683e+00 -2.247211101390170107e+00 4.680000466361524669e-01 2.234078735489193436e-34 3.606424329016057239e-05 1.012951705751751526e-03 5.461886978163223161e-02 3.270768706935760651e-03
1.178768634793587178e-01 7.757018897752575304e-02 3.997104959707896941e-03 -1.256081116398175102e+00 -2.829843924187295023e+00 4.650492335883235073e-01 3.274080905458301185e-35 7.564747993542679290e-06 2.169697979420084476e-03 1.223061551506122724e-01 4.518460266485354801e-03
7.196856730011520764e-02 7.757018897752575304e-02 8.986585256366445493e-04 -1.292451297789662945e+00 -3.614483164945700100e+00 4.285358166048376383e-01 3.659266894335748164e-35 4.883475023833754697e-07 2.731005723285063677e-03 1.443717995419075140e-01 4.272557115253003066e-03
4.393970560760790400e-02 7.757018897752575304e-02 2.791358839600171799e-04 -1.318052240127053576e+00 -4.362549294725635463e+00 4.217228579849393033e-01 2.503708927703406695e-35 2.037155041362523665e-07 5.882090772646626775e-03 2.323926760758135979e-01 4.951942955944200510e-03
2.682695795279725973e-02 7.757018897752576692e-02 5.578415201217099169e-05 -1.328530645218455097e+00 -5.235865350314222511e+00 4.153718188709112913e-01 1.848892746611746351e-34 1.542629970313570261e-08 7.224316148061052725e-03 2.481487965832222253e-01 5.595376211457362033e-03
1.637893706954064721e-02 7.757018897752575304e-02 1.338814338405576401e-05 -1.335274702456509033e+00 -6.123192376373455481e+00 3.966007063009586719e-01 4.237045877651918898e-35 1.842237202454392091e-09 8.622192262924327152e-03 2.457712276869607193e-01 6.999858639992262606e-03
1.000000000000000021e-02 7.757018897752575304e-02 2.496880103713536430e-06 -1.356782063895033641e+00 -6.940322370409965025e+00 3.834342411537541295e-01 5.200010849845537145e-35 3.711427100905184240e-11 1.023788308935217814e-02 3.050208932342565182e-01 6.906859170893625208e-03
6.105402296585326835e-03 7.757018897752576692e-02 2.190945881709164573e-07 -1.347536445578230380e+00 -7.931225462013493654e+00 3.867435695580072608e-01 2.253338034933065811e-34 1.863106235473683284e-13 6.757387306569274422e-03 2.524306562296629308e-01 5.061206021171204064e-03
3.727593720314941773e-03 7.757018897752576692e-02 1.751481698996233489e-07 -1.381163356647996610e+00 -8.790226585772961343e+00 3.646117393431598241e-01 2.368893831596300065e-34 7.355986616539378703e-13 1.618812085871084577e-02 3.802367062828486688e-01 7.461789245185970407e-03
2.275845926074788767e-03 7.757018897752576692e-02 6.109966889470777440e-09 -1.370999496415949759e+00 -9.617399651537626326e+00 3.701192260528555766e-01 2.022226441606597731e-34 2.064089603111527244e-16 1.123363578503518492e-02 2.082665673363653380e-01 6.422725652014225385e-03
1.389495494373137402e-03 7.757018897752576692e-02 8.294151987990689285e-10 -1.348549121848329868e+00 -1.057217287999264244e+01 3.839815752896671985e-01 2.195560136601448684e-34 3.500752181452503734e-18 6.986013258402495700e-03 2.769165154327480893e-01 6.992144140832628162e-03
8.483428982440725232e-04 7.757018897752576692e-02 2.052288304731241316e-10 -1.370251004177413856e+00 -inf 3.719673889886470630e-01 2.426671729927917192e-34 3.636559117015622340e-19 1.006673709976616503e-02 nan 6.215501850369806701e-03
5.179474679231213042e-04 7.757018897752575304e-02 2.531699530401088588e-11 -1.370803083037743342e+00 -inf 3.815258776166613464e-01 4.044452883213195142e-35 4.256486531917394020e-21 1.051187506489387712e-02 nan 6.441693883578226282e-03
3.162277660168379394e-04 7.757018897752575304e-02 2.712868832183889600e-12 -1.353783065827649734e+00 -inf 3.835528541361987731e-01 4.622231866529365876e-35 6.364082275278815500e-23 1.119596918955248314e-02 nan 6.304618534437523431e-03
