#{"time_set": {"__ndarray__": [1, 2, 4, 8, 16, 32, 64, 128, 256, 512, 1024, 2048, 4096, 8192, 16384, 32768, 65536, 131072, 262144, 524288, 1048576, 2097152, 4194304, 8388608, 16777216, 33554432, 67108864, 134217728, 268435456, 536870912, 1073741824, 2147483648, 4294967296, 8589934592, 17179869184, 34359738368, 68719476736, 137438953472, 274877906944, 549755813888], "dtype": "int64", "shape": [40]}, "betas": {"__ndarray__": [1.0, 1.0], "dtype": "float64", "shape": [2]}, "EXACTKICK": false, "hX": 0.1, "JZZ": 1, "hZ": 0.3, "lambdas": {"__ndarray__": [1.0, 1.0], "dtype": "float64", "shape": [2]}, "dim_loc": 3, "EXACTH": true, "EVOLVEZ": false, "n_dis": 100, "alphas": {"__ndarray__": [{"__complex__": [0.8660254037844387, -0.49999999999999994]}, {"__complex__": [0.8660254037844387, 0.49999999999999994]}], "dtype": "complex128", "shape": [2]}, "L": 4}
#-0.52359877559829882
#epsilon, mean(gaps), mean(shifted_gaps),                mean(log10_gaps), mean(log10_shifted_gaps), ratio
3.162277660168379412e-01 7.757018897752575304e-02 2.915916655121925799e-02 -1.230128354627603171e+00 -1.844117028429035576e+00 4.661378466320920677e-01 2.696301922142130451e-35 7.193989632075085440e-04 1.777193692428555077e-03 1.376935229399038618e-01 4.143413187530991908e-03
1.930697728883249975e-01 7.757018897752576692e-02 8.139479037822267699e-03 -1.251043742096044964e+00 -2.508475685911499831e+00 4.564357229867186949e-01 2.368893831596300065e-34 7.189461192836422195e-05 4.804088023210814976e-03 2.238403157329449666e-01 1.046575749893891537e-02
1.178768634793587178e-01 7.757018897752576692e-02 2.325307126183905320e-03 -1.269100134876549824e+00 -3.198060837967810599e+00 4.518713703474607768e-01 2.157041537713704361e-34 8.814841475330013852e-06 5.636204535948821474e-03 2.985165682130854758e-01 1.008948311843571762e-02
7.196856730011520764e-02 7.757018897752576692e-02 4.849447787043244490e-04 -1.287500353981054779e+00 -4.099682829834449649e+00 4.365611461400603077e-01 2.503708927703406695e-34 6.042088435378827236e-07 9.606011443001332903e-03 3.935892503673543708e-01 9.700503118224429455e-03
4.393970560760790400e-02 7.757018897752576692e-02 9.565944873214237299e-05 -1.307362325929083857e+00 -4.986249434791036883e+00 4.328213961600512749e-01 2.272597334376938187e-34 3.102292504099612185e-08 1.246665868541604535e-02 4.294414701911661303e-01 1.211019487354532756e-02
2.682695795279725973e-02 7.757018897752576692e-02 2.469944115030204071e-05 -1.329299132976062836e+00 -5.825681905897408974e+00 4.251560619088852744e-01 2.137782238269831985e-34 3.038925751597697553e-09 1.815417767302664534e-02 5.655653584017508173e-01 1.298833376699974271e-02
1.637893706954064721e-02 7.757018897752576692e-02 3.231845327505223297e-06 -1.344393447374136574e+00 -6.905066578306463754e+00 4.094996350669019569e-01 2.080004339938214858e-34 6.468058400726302476e-11 1.923031250231235431e-02 4.847626215616789302e-01 1.050552903311599041e-02
1.000000000000000021e-02 7.757018897752575304e-02 8.672487059982158356e-07 -1.379321608418004219e+00 -7.779028127259216774e+00 3.960844964700829807e-01 3.274080905458301185e-35 7.098113191072208713e-12 3.089002628462895680e-02 7.756760689157609079e-01 1.486958373631072118e-02
6.105402296585326835e-03 7.757018897752575304e-02 2.003107892318751651e-07 -1.373782070224311092e+00 -8.795031752187243868e+00 3.984022882991285486e-01 4.429638872090642654e-35 9.912723376699793679e-13 2.460901041423963626e-02 5.934577303328635312e-01 1.048624275947478493e-02
3.727593720314941773e-03 7.757018897752575304e-02 4.014797485058842916e-08 -1.345069458344769098e+00 -inf 4.203261645448147510e-01 5.007417855406813389e-35 5.889084368174215986e-14 2.320148619437147064e-02 nan 1.223806008861109788e-02
2.275845926074788767e-03 7.757018897752575304e-02 1.783657503177475616e-09 -1.360919464748407970e+00 -inf 4.001052494815774963e-01 4.237045877651918898e-35 2.170677654928923946e-17 2.084636168089986502e-02 nan 1.177452365255599737e-02
1.389495494373137402e-03 7.757018897752576692e-02 4.869553063112391737e-10 -1.360806116372069496e+00 -inf 3.966791131912658086e-01 2.080004339938214858e-34 5.368718872235806364e-18 2.321988125597759800e-02 nan 1.370104079019399297e-02
8.483428982440725232e-04 7.757018897752575304e-02 2.029671030970943435e-10 -1.373728852839894099e+00 -inf 4.122274583470491027e-01 3.081487911019577429e-35 7.876311897260175063e-19 4.183589225407843837e-02 nan 1.579198867660405042e-02
5.179474679231213042e-04 7.757018897752576692e-02 9.229129669002049653e-12 -1.366368461470970352e+00 -inf 3.921364361912182961e-01 2.195560136601448684e-34 9.003213984947299757e-22 2.611300532995899232e-02 nan 1.151295708341566054e-02
3.162277660168379394e-04 7.757018897752575304e-02 1.319476270357483687e-11 -1.377258677988342006e+00 -inf 3.985945044522321568e-01 3.659266894335748164e-35 1.442317233256584180e-20 3.042966045493350133e-02 nan 1.459650992506023731e-02
