# L 4
# hZ 0.3
# alphas [0.8660254037844387+ 0.49999999999999994j, 0.8660254037844387-0.49999999999999994j]
# epsilon 0.10000000000000001
# JZZ 1
# dim_loc 3
# lambdas [1.0, 1.0]
# n_dis 100
# betas [1.0, 1.0]
# gap 0.07757018897752577
# shifted_gap 0.0015641386738421243
# log10_gap -1.2837465616727681
# log10_shifted_gap -3.456207520402994
# ratio 0.43627176212222457
# time	Re(Z)	Im(Z)
1.000000000000000000e+00 9.900249694657646815e-01 -3.325008328654147148e-04 2.300469384832622386e-29
2.000000000000000000e+00 9.718043309445026923e-01 -1.487913545809245236e-03 1.043953591899796454e-04
4.000000000000000000e+00 9.317936720223365388e-01 -5.042428792458098982e-03 2.225632173208293586e-03
8.000000000000000000e+00 8.617323566608839913e-01 -1.689290656849750868e-02 2.422861321243697033e-02
1.600000000000000000e+01 7.658594261953571847e-01 -3.459072717008328940e-02 1.242978404111545615e-01
3.200000000000000000e+01 7.386643447652261329e-01 -1.058275873350383520e-02 1.626608668257590318e-01
6.400000000000000000e+01 7.629833737622481182e-01 -9.376616652096894655e-03 1.024261605996032998e-01
1.280000000000000000e+02 7.201154027870143581e-01 -8.007252264694628488e-03 1.284326452498591731e-01
2.560000000000000000e+02 6.451696274984591861e-01 -1.586813708305916809e-02 1.598070483643539430e-01
5.120000000000000000e+02 5.753573691276442359e-01 -6.398167689712928007e-03 1.706839001689816615e-01
1.024000000000000000e+03 4.269780259630363006e-01 -9.736148153640942007e-03 2.272306005831298270e-01
2.048000000000000000e+03 3.229401722609821501e-01 2.048204196000502804e-03 2.204329071952423891e-01
4.096000000000000000e+03 2.142805140093898830e-01 7.920473738554098878e-03 1.962135082472647729e-01
8.192000000000000000e+03 1.099510581530577513e-01 3.416217425004571505e-03 2.065042836069937715e-01
1.638400000000000000e+04 6.761114849095126167e-02 -2.671935582435278761e-02 1.618718927058397927e-01
3.276800000000000000e+04 -6.749863660106226668e-03 -1.218456308085934595e-02 1.893735505233322403e-01
6.553600000000000000e+04 2.801088217981964265e-02 -7.924866480704156196e-03 1.824917568510759369e-01
1.310720000000000000e+05 -1.131750719952635993e-02 5.903543987535753157e-02 1.866771269600837335e-01
2.621440000000000000e+05 7.358245539107743927e-03 3.541349843232882016e-02 1.252725947522399241e-01
5.242880000000000000e+05 2.739431711041091094e-02 -1.268549495230446387e-03 1.660958543876767668e-01
1.048576000000000000e+06 -3.470565782908638375e-02 2.329370009060807104e-03 1.580961837883591847e-01
2.097152000000000000e+06 -3.451689034781128124e-02 5.392285988223968068e-03 1.766983271307596692e-01
4.194304000000000000e+06 -1.656380840665204121e-02 3.314012920511092124e-03 1.413601282332945519e-01
8.388608000000000000e+06 -2.217979544313663717e-03 2.116154595907866320e-03 1.527245421656480973e-01
1.677721600000000000e+07 1.565099314913000889e-02 2.990178635452654665e-02 1.785890045045419317e-01
3.355443200000000000e+07 3.656973865567321371e-03 -4.311874626627913709e-02 1.379432490194834604e-01
6.710886400000000000e+07 -5.907041734027351776e-02 -3.714006269363333019e-03 1.659167022286991977e-01
1.342177280000000000e+08 -1.045374399812920747e-02 -1.699805215637031561e-02 1.557412623427258114e-01
2.684354560000000000e+08 -7.733258909028443463e-03 2.081037533663332439e-02 1.539361870152373413e-01
5.368709120000000000e+08 -3.136837284193781661e-02 -3.235505594449276240e-02 1.855657416214587241e-01
1.073741824000000000e+09 -1.599991060803891002e-02 3.420685520536199953e-02 1.678065478993593096e-01
2.147483648000000000e+09 -1.401823513099828555e-02 8.788300379478518679e-03 1.849580964205955191e-01
4.294967296000000000e+09 -7.993389378772615753e-03 -1.117519050618893386e-03 1.569711681081404353e-01
8.589934592000000000e+09 -5.074414522638396284e-03 4.240519224509221169e-02 1.618851042495824122e-01
1.717986918400000000e+10 -2.443736107862510762e-02 -6.935739274468899658e-03 1.694730994518489908e-01
3.435973836800000000e+10 -2.824842425157075843e-02 -4.054230100345764497e-03 1.661855198624769547e-01
6.871947673600000000e+10 -5.501922337841348015e-02 -3.419606754372849639e-02 1.530952048773890073e-01
1.374389534720000000e+11 -1.069520889502561037e-03 -1.033529504613732788e-02 1.512455372687552535e-01
2.748779069440000000e+11 1.688344163828719297e-02 1.117151145877717452e-02 1.651750819264169168e-01
5.497558138880000000e+11 -5.000971898274454708e-02 -1.033568048625074960e-02 1.960781183753318169e-01
