# L 5
# hZ 0.3
# alphas [0.8660254037844387+ 0.49999999999999994j, 0.8660254037844387-0.49999999999999994j]
# epsilon 0.10000000000000001
# JZZ 1
# dim_loc 3
# lambdas [1.0, 1.0]
# n_dis 100
# betas [1.0, 1.0]
# gap 0.025856729659175265
# shifted_gap 0.0003663965336344367
# log10_gap -1.7846574481594704
# log10_shifted_gap -4.263722987182069
# ratio 0.40765051886850445
# time	Re(Z)	Im(Z)
1.000000000000000000e+00 9.900249694657642374e-01 -3.325008328658801628e-04 6.677498360485817378e-29
2.000000000000000000e+00 9.726527777500614258e-01 -1.493196931134779760e-03 1.190110534183412187e-04
4.000000000000000000e+00 9.351860111613427007e-01 -4.015738304880717494e-03 2.218440911481194249e-03
8.000000000000000000e+00 8.671243987213996807e-01 -1.032367748125423250e-02 2.348271877867933247e-02
1.600000000000000000e+01 7.904845803863007614e-01 -1.842079171658723286e-02 1.075164737587968045e-01
3.200000000000000000e+01 7.925797628063760980e-01 1.477021637056560172e-02 1.160584745698787362e-01
6.400000000000000000e+01 7.922065935362238021e-01 -4.985923758519433856e-04 8.636099876490470340e-02
1.280000000000000000e+02 7.655096446106618435e-01 3.084406543445510854e-03 1.060062324074776546e-01
2.560000000000000000e+02 7.478005543526135002e-01 8.969036597802107838e-03 1.144034075268155204e-01
5.120000000000000000e+02 7.408410200943426061e-01 9.990569783964167380e-03 1.103143522421567296e-01
1.024000000000000000e+03 6.957399930119657627e-01 1.081150920700530565e-02 1.248458106415104990e-01
2.048000000000000000e+03 6.432521592441481362e-01 4.177661396918204081e-03 1.508382895388175604e-01
4.096000000000000000e+03 5.531522468445358998e-01 9.561522422552886161e-03 1.939957254748058135e-01
8.192000000000000000e+03 4.943623100809389492e-01 1.427188631677288669e-02 1.945109213652868041e-01
1.638400000000000000e+04 4.102023169612678544e-01 5.617069980662281990e-03 1.695156189881548703e-01
3.276800000000000000e+04 2.492904474028329320e-01 8.718531353797437378e-03 2.221132336330557122e-01
6.553600000000000000e+04 1.581168849299669776e-01 -2.674338113930050526e-02 2.025315649680381469e-01
1.310720000000000000e+05 1.021944569801054858e-01 -1.199269105145602497e-02 1.781072293693524711e-01
2.621440000000000000e+05 3.550832263670505168e-02 -1.831810798117098835e-02 1.678488904240946211e-01
5.242880000000000000e+05 6.398251844497791774e-02 -4.720925368569996866e-02 1.908842084880238155e-01
1.048576000000000000e+06 2.024187298133314251e-03 -2.040339740603667757e-03 1.861540074338832451e-01
2.097152000000000000e+06 -1.119091719337649699e-02 2.998054125923232949e-02 1.560344231753262034e-01
4.194304000000000000e+06 2.245785738544565924e-02 -3.287475742506349580e-02 1.411131248486055256e-01
8.388608000000000000e+06 -1.853410937631539248e-03 -1.983294022929041334e-02 1.555809164822579138e-01
1.677721600000000000e+07 -9.107204110061608085e-03 -2.832942494961127825e-03 1.533085747610056504e-01
3.355443200000000000e+07 3.907449147050807287e-02 -8.975588297771772139e-03 1.446804712830072059e-01
6.710886400000000000e+07 -1.078070212265798238e-03 -1.998458441173507280e-02 1.695172130052161885e-01
1.342177280000000000e+08 -1.052420102975749200e-02 -3.856218363564224705e-02 1.382280694593057968e-01
2.684354560000000000e+08 5.174353349718356643e-02 -3.884184816194132667e-02 1.478345316466862236e-01
5.368709120000000000e+08 -3.410191399013456220e-02 2.658422726568130876e-02 1.643703708061215740e-01
1.073741824000000000e+09 5.299221504325529047e-02 -2.883103151641958420e-02 1.459324126223198181e-01
2.147483648000000000e+09 -4.116111409410122546e-02 -1.162536481357121301e-02 1.470238458753396760e-01
4.294967296000000000e+09 -9.243260651146304949e-03 4.459909718871083069e-03 1.531820111660218697e-01
8.589934592000000000e+09 -5.341042883391973993e-03 -2.204504753802311728e-03 1.326764198422623331e-01
1.717986918400000000e+10 -9.546846745783221528e-04 -7.883256373780067605e-03 1.284406919836365291e-01
3.435973836800000000e+10 2.230346667186620599e-02 1.671677956992129177e-02 1.619298750655657759e-01
6.871947673600000000e+10 -2.006158176706308079e-03 1.714521562165912533e-02 1.303424884524401195e-01
1.374389534720000000e+11 1.282106537336210640e-02 -1.669381204188350593e-02 1.520262977418911088e-01
2.748779069440000000e+11 3.829963382905127341e-03 -1.716832071822883485e-02 1.461589292745867907e-01
5.497558138880000000e+11 1.126846643602063235e-02 4.400105547642423759e-02 1.522502419894274373e-01
