# L = 2	dim_loc = 3	n_dis = 100	
# Jzz = 1.0	hz = 0.9	alphas = [(1+0j), (1-0j)]	betas = [1, 1]	lambdas = [1, 1]	
#time_set	abs_Z	ang_Z	t_histogram
1.000000000000000000e+00 9.770208637153837694e-01 -1.136009436499517194e-03 0.000000000000000000e+00
2.000000000000000000e+00 9.468571764777327093e-01 -2.485837366120615234e-04 0.000000000000000000e+00
4.000000000000000000e+00 8.459749228846296099e-01 -1.419189228279208424e-03 0.000000000000000000e+00
8.000000000000000000e+00 5.835651133876923469e-01 3.564570727351335389e-03 3.200000000000000000e+01
1.600000000000000000e+01 4.441768767052511890e-01 2.431178408441221628e-02 1.600000000000000000e+01
3.200000000000000000e+01 3.425548763401228269e-01 7.363506422297143132e-03 2.000000000000000000e+01
6.400000000000000000e+01 2.351022234857703952e-01 -5.843633795017839916e-02 2.800000000000000000e+01
1.280000000000000000e+02 2.209671331883742151e-01 6.212194876804134902e-02 1.800000000000000000e+01
2.560000000000000000e+02 1.910006502719379939e-01 4.017597273018705395e-02 1.400000000000000000e+01
5.120000000000000000e+02 1.146435360461809938e-01 1.403589042203721993e-01 1.800000000000000000e+01
1.024000000000000000e+03 6.441098652033651339e-02 5.565384643601110209e-02 1.400000000000000000e+01
2.048000000000000000e+03 5.714738740843266357e-02 5.204144989172607705e-01 1.000000000000000000e+01
4.096000000000000000e+03 4.824364248101102592e-02 2.124667748796334465e-01 1.000000000000000000e+01
8.192000000000000000e+03 3.443335141351135803e-02 -2.148653261633711065e+00 6.000000000000000000e+00
1.638400000000000000e+04 1.851035358720424379e-02 5.342172317211494326e-01 4.000000000000000000e+00
3.276800000000000000e+04 1.478012655221164900e-02 -3.725936161372461752e-01 4.000000000000000000e+00
6.553600000000000000e+04 1.735328455519418236e-02 -2.782614500284917303e-01 0.000000000000000000e+00
1.310720000000000000e+05 2.517837584886156027e-02 1.649873998091839766e+00 4.000000000000000000e+00
2.621440000000000000e+05 3.294343462516524657e-02 -1.572843670537024674e-01 2.000000000000000000e+00
5.242880000000000000e+05 2.131419382295610815e-02 -3.113126640674027001e+00 0.000000000000000000e+00
1.048576000000000000e+06 4.334634697393009023e-02 3.073556213706893470e+00 0.000000000000000000e+00
2.097152000000000000e+06 1.172616992247245242e-02 -1.401629573776804971e+00 0.000000000000000000e+00
4.194304000000000000e+06 3.538495208969729550e-02 1.195312594635599135e+00 0.000000000000000000e+00
8.388608000000000000e+06 2.122569797824436916e-02 -1.771072631241070172e-01 0.000000000000000000e+00
1.677721600000000000e+07 2.112762240183209059e-02 2.405869482462644093e+00 0.000000000000000000e+00
3.355443200000000000e+07 4.830987095146840188e-02 1.329889894897800406e+00 0.000000000000000000e+00
6.710886400000000000e+07 5.840648485536330953e-02 1.755060496809228709e+00 0.000000000000000000e+00
1.342177280000000000e+08 6.308438128630147745e-02 1.387082272605922872e+00 0.000000000000000000e+00
2.684354560000000000e+08 5.551062438891060657e-02 -1.097066639719547432e+00 0.000000000000000000e+00
5.368709120000000000e+08 3.633194935172930073e-02 -2.326082759297072866e-01 0.000000000000000000e+00
1.073741824000000000e+09 1.271870458877795602e-02 3.350957891436701086e-01 0.000000000000000000e+00
2.147483648000000000e+09 5.727565577815341147e-02 -1.891342589548947961e+00 0.000000000000000000e+00
4.294967296000000000e+09 2.083971972723343627e-02 2.547328560609757986e+00 0.000000000000000000e+00
8.589934592000000000e+09 4.564371252366781345e-02 1.556328801847293386e+00 0.000000000000000000e+00
1.717986918400000000e+10 2.945315991479502404e-02 -1.972423286930648167e+00 0.000000000000000000e+00
3.435973836800000000e+10 2.973017010564613788e-02 -5.564270855771460411e-01 0.000000000000000000e+00
6.871947673600000000e+10 2.373671752202876489e-02 2.259791420173142384e+00 0.000000000000000000e+00
1.374389534720000000e+11 3.941083768616761296e-02 -6.694124484139507558e-01 0.000000000000000000e+00
2.748779069440000000e+11 9.219111845621887069e-02 -2.313306677842113857e+00 0.000000000000000000e+00
5.497558138880000000e+11 4.835590499847122054e-02 1.209373702932542427e+00 0.000000000000000000e+00
