# L = 6	dim_loc = 3	n_dis = 100	
# Jzz = 1.0	hz = 0.9	alphas = [(1+0j), (1-0j)]	betas = [1, 1]	lambdas = [1, 1]	
#time_set	abs_Z	ang_Z	t_histogram
1.000000000000000000e+00 8.329323673910977721e-01 1.377474164879380391e-03 0.000000000000000000e+00
2.000000000000000000e+00 6.909641003408335536e-01 -1.367606746764104706e-03 1.200000000000000000e+01
4.000000000000000000e+00 4.747369184355738070e-01 6.855473580328942836e-03 1.020000000000000000e+02
8.000000000000000000e+00 3.397510656158636566e-01 -2.900191842446539492e-03 7.200000000000000000e+01
1.600000000000000000e+01 2.794180027586904980e-01 8.602514822465486682e-03 7.200000000000000000e+01
3.200000000000000000e+01 2.044667180021128294e-01 3.214442766552370271e-03 3.000000000000000000e+01
6.400000000000000000e+01 1.548075126276365898e-01 -2.157724564400719663e-02 6.000000000000000000e+00
1.280000000000000000e+02 1.013908069986711180e-01 -5.363670655675398941e-02 3.600000000000000000e+01
2.560000000000000000e+02 7.793469811189704388e-02 -6.812003430237452417e-02 4.200000000000000000e+01
5.120000000000000000e+02 4.996779618924595406e-02 -3.834732187254232677e-02 4.800000000000000000e+01
1.024000000000000000e+03 3.185888800055397541e-02 -1.150801546403675546e-01 3.600000000000000000e+01
2.048000000000000000e+03 2.337148732533640000e-02 -1.605903679196916912e-03 4.200000000000000000e+01
4.096000000000000000e+03 8.888609193432390337e-03 1.973139292763063934e-01 1.200000000000000000e+01
8.192000000000000000e+03 6.444178599646330045e-03 1.732775814878071141e-01 3.600000000000000000e+01
1.638400000000000000e+04 9.217282600917059421e-03 2.786604083748481231e-01 2.400000000000000000e+01
3.276800000000000000e+04 3.346803550993402137e-03 1.021132914712295392e+00 1.200000000000000000e+01
6.553600000000000000e+04 2.380636609185921536e-03 9.479242436655832549e-01 0.000000000000000000e+00
1.310720000000000000e+05 2.279951967370037920e-03 2.189765193132930943e+00 1.200000000000000000e+01
2.621440000000000000e+05 9.741266585810828826e-03 2.828125357144831487e+00 0.000000000000000000e+00
5.242880000000000000e+05 4.947573384663869582e-03 2.315551129309616485e+00 0.000000000000000000e+00
1.048576000000000000e+06 8.485276609314400947e-03 -1.949062256676954874e+00 6.000000000000000000e+00
2.097152000000000000e+06 2.907467063031989735e-03 2.289124666742180292e+00 0.000000000000000000e+00
4.194304000000000000e+06 5.328698185582657354e-05 -1.774649334426124658e-02 0.000000000000000000e+00
8.388608000000000000e+06 4.023042438319925605e-03 -2.713997374093863879e+00 0.000000000000000000e+00
1.677721600000000000e+07 7.424887435688153764e-03 -3.012381321441019111e+00 0.000000000000000000e+00
3.355443200000000000e+07 1.215377810274235202e-03 -3.023577769839424167e+00 0.000000000000000000e+00
6.710886400000000000e+07 4.592180122443555688e-03 -2.390657458752606601e+00 0.000000000000000000e+00
1.342177280000000000e+08 2.589811432382459910e-05 -3.488902899247693368e-01 0.000000000000000000e+00
2.684354560000000000e+08 2.148112684921477805e-03 1.729759492655471353e+00 0.000000000000000000e+00
5.368709120000000000e+08 5.092274731341380617e-03 -1.905572789873288375e+00 0.000000000000000000e+00
1.073741824000000000e+09 2.632096503401441193e-03 -1.700975006611768592e+00 0.000000000000000000e+00
2.147483648000000000e+09 5.677807507947665693e-03 2.275191151132821332e+00 0.000000000000000000e+00
4.294967296000000000e+09 1.025913954899740181e-02 -2.750056937989483252e+00 0.000000000000000000e+00
8.589934592000000000e+09 2.937308691246767745e-03 1.936639233431362461e+00 0.000000000000000000e+00
1.717986918400000000e+10 5.345443531988471574e-03 -2.688093536161869856e+00 0.000000000000000000e+00
3.435973836800000000e+10 3.460908745365966384e-03 -4.974223698037281149e-01 0.000000000000000000e+00
6.871947673600000000e+10 2.131257784514152542e-03 -2.958614441324661559e+00 0.000000000000000000e+00
1.374389534720000000e+11 5.725385742556038729e-03 2.046646688280926885e+00 0.000000000000000000e+00
2.748779069440000000e+11 6.442900873558064095e-03 -1.081199740124992648e+00 0.000000000000000000e+00
5.497558138880000000e+11 4.827203786735709962e-03 -2.353765579539393915e+00 0.000000000000000000e+00
