# L = 5	dim_loc = 3	n_dis = 100	
# Jzz = 1.0	hz = 0.9	alphas = [(0.90630778703664994+0.42261826174069939j), (0.90630778703664994-0.42261826174069939j)]	betas = [1, 1]	lambdas = [1, 1]	
#time_set	abs_Z	ang_Z	t_histogram
1.000000000000000000e+00 9.560735385263120500e-01 -3.847301064550980032e-04 0.000000000000000000e+00
2.000000000000000000e+00 8.959336528364727492e-01 8.466428834161545425e-06 0.000000000000000000e+00
4.000000000000000000e+00 8.216048998997020902e-01 4.947424700026618015e-03 0.000000000000000000e+00
8.000000000000000000e+00 7.458090821526117686e-01 1.828512115659941192e-02 0.000000000000000000e+00
1.600000000000000000e+01 7.336368182614319000e-01 1.437618674618487517e-02 1.500000000000000000e+01
3.200000000000000000e+01 6.920745841809405885e-01 8.023079940606695631e-03 1.000000000000000000e+01
6.400000000000000000e+01 6.517854340057624984e-01 1.285842144490967690e-02 5.000000000000000000e+00
1.280000000000000000e+02 6.323447078591623027e-01 1.496026380716403842e-02 1.000000000000000000e+01
2.560000000000000000e+02 6.186827476646525881e-01 1.337362991671115810e-02 0.000000000000000000e+00
5.120000000000000000e+02 5.760445605044478556e-01 1.609316910776024956e-02 0.000000000000000000e+00
1.024000000000000000e+03 5.304990785888621385e-01 1.537561793636100724e-02 2.000000000000000000e+01
2.048000000000000000e+03 4.884562527391682063e-01 3.672034807315208149e-02 2.500000000000000000e+01
4.096000000000000000e+03 4.219628508668424871e-01 1.183682949343631448e-02 2.000000000000000000e+01
8.192000000000000000e+03 3.868240314575950300e-01 -5.464259231514319824e-03 2.000000000000000000e+01
1.638400000000000000e+04 3.207167623225908870e-01 1.327032338493986177e-02 4.000000000000000000e+01
3.276800000000000000e+04 2.962894029518606254e-01 3.513021754066453228e-02 3.500000000000000000e+01
6.553600000000000000e+04 1.889113519915130712e-01 3.816061898458676660e-02 5.000000000000000000e+01
1.310720000000000000e+05 1.367682778415630629e-01 1.934949157081355120e-01 6.500000000000000000e+01
2.621440000000000000e+05 1.112609637977101523e-01 1.459148440113371692e-01 2.000000000000000000e+01
5.242880000000000000e+05 9.337777959189789978e-02 -3.019106584165905018e-03 3.500000000000000000e+01
1.048576000000000000e+06 7.587062303405024688e-02 3.212316953485690463e-01 2.000000000000000000e+01
2.097152000000000000e+06 4.868449872848058801e-02 1.053748482038309842e+00 3.000000000000000000e+01
4.194304000000000000e+06 3.319501338995368978e-02 2.148188964847512761e+00 4.500000000000000000e+01
8.388608000000000000e+06 1.764159026711793060e-02 1.580665052702037721e-01 1.000000000000000000e+01
1.677721600000000000e+07 3.469367060492679899e-02 -4.620664042299212904e-01 0.000000000000000000e+00
3.355443200000000000e+07 2.035567254539679891e-02 -1.106889040308264072e+00 5.000000000000000000e+00
6.710886400000000000e+07 3.791479382904377332e-02 1.773855795869423435e+00 1.000000000000000000e+01
1.342177280000000000e+08 3.233623761227195914e-02 -1.208452734200878842e-01 5.000000000000000000e+00
2.684354560000000000e+08 3.078463129426628822e-02 -6.070317595978930170e-01 0.000000000000000000e+00
5.368709120000000000e+08 2.258223014064169448e-02 -8.893602727264560137e-01 0.000000000000000000e+00
1.073741824000000000e+09 2.523244693583090795e-02 6.693022031915376591e-01 0.000000000000000000e+00
2.147483648000000000e+09 3.943935293869432236e-03 -2.026692242169359393e+00 0.000000000000000000e+00
4.294967296000000000e+09 2.572917283845990374e-02 -2.004376529916142236e+00 0.000000000000000000e+00
8.589934592000000000e+09 3.180485037156033368e-02 2.021556473088980344e+00 5.000000000000000000e+00
1.717986918400000000e+10 1.810082886207612513e-02 -2.453714306360177844e+00 0.000000000000000000e+00
3.435973836800000000e+10 2.294350444116618690e-02 -6.548409824983029148e-01 0.000000000000000000e+00
6.871947673600000000e+10 3.879063194491955135e-02 -1.947703750634878883e+00 0.000000000000000000e+00
1.374389534720000000e+11 3.096815665946546850e-02 1.525337977099106679e+00 0.000000000000000000e+00
2.748779069440000000e+11 2.462150649230311975e-02 -2.416128577597535632e+00 0.000000000000000000e+00
5.497558138880000000e+11 2.295788946745440026e-02 1.892812180692834856e+00 0.000000000000000000e+00
