# Jzz = 1.0	hz = 0.9	alphas = [(0.98480775301220802+0.1736481776669303j), (0.98480775301220802-0.1736481776669303j)]	betas = [1, 1]	lambdas = [1, 1]	
#1/N	Delta_0	Delta_2pik	r	log_Delta_0	log_Delta_2pik
5.000000000000000000e-01 6.981317007977316802e-01 4.234837385261067816e-03 4.083260301400326586e-01 -2.889222889867062438e-01 -2.936014371597025274e+00
3.333333333333333148e-01 2.327105669325771897e-01 4.771951878696324223e-04 4.239055068813067373e-01 -7.899752883269882675e-01 -4.052684676582223311e+00
2.500000000000000000e-01 7.757018897752575304e-02 8.513616676876828893e-05 4.105928986271800141e-01 -1.304689499464706248e+00 -5.167673364679012060e+00
2.000000000000000111e-01 2.585672965917524060e-02 1.360470949580163175e-05 4.047465667396299427e-01 -1.791833589959342943e+00 -6.318445223201740291e+00
1.666666666666666574e-01 8.618909886391752651e-03 5.643380220881119747e-07 3.931944536451105199e-01 -2.296299474323763690e+00 -inf
