# Jzz = 1.0	hz = 0.9	alphas = [(0.98480775301220802+0.1736481776669303j), (0.98480775301220802-0.1736481776669303j)]	betas = [1, 1]	lambdas = [1, 1]	
#1/N	Delta_0	Delta_2pik	r	log_Delta_0	log_Delta_2pik
5.000000000000000000e-01 6.981317007977316802e-01 7.889056042968868587e-02 5.346849612402972962e-01 -2.179745217421532877e-01 -1.618356875704597853e+00
3.333333333333333148e-01 2.327105669325772730e-01 2.773651060906701105e-02 4.930777422844018210e-01 -7.288202921533439849e-01 -2.014540820975488256e+00
2.500000000000000000e-01 7.757018897752578079e-02 9.109239120658432776e-03 4.921175630606013374e-01 -1.221904047217704292e+00 -2.576052510251358729e+00
2.000000000000000111e-01 2.585672965917524060e-02 2.999993842537433762e-03 4.830313791803425016e-01 -1.713759424054781544e+00 -3.170300539078854563e+00
1.666666666666666574e-01 8.618909886391757855e-03 1.612985686834754158e-03 5.149098769731325076e-01 -2.170129646723484296e+00 -3.292595776834173371e+00
