# Jzz = 1.0	hz = 0.9	alphas = [(0.96592582628906831+0.25881904510252074j), (0.96592582628906831-0.25881904510252074j)]	betas = [1, 1]	lambdas = [1, 1]	
#1/N	Delta_0	Delta_2pik	r	log_Delta_0	log_Delta_2pik
5.000000000000000000e-01 6.981317007977319022e-01 6.588829860109175762e-02 5.069690592366309367e-01 -2.310913536725488771e-01 -1.715493467945760520e+00
3.333333333333333148e-01 2.327105669325772452e-01 2.042585084082117891e-02 4.673306799239644316e-01 -7.464814157481861612e-01 -2.244855817180367641e+00
2.500000000000000000e-01 7.757018897752573916e-02 5.396883424743962113e-03 4.705163590720319866e-01 -1.233182825289932616e+00 -2.844280452626670286e+00
2.000000000000000111e-01 2.585672965917525101e-02 2.283043488765213423e-03 4.852342351331922488e-01 -1.714680338643772339e+00 -3.286520643016892507e+00
1.666666666666666574e-01 8.618909886391757855e-03 9.532511778505169857e-04 4.836060342263741596e-01 -2.193768697595031014e+00 -3.757971271819882109e+00
