# Jzz = 1.0	hz = 0.9	alphas = [(1+0j), (1-0j)]	betas = [1, 1]	lambdas = [1, 1]	
#1/N	Delta_0	Delta_2pik	r	log_Delta_0	log_Delta_2pik
5.000000000000000000e-01 6.981317007977317912e-01 2.737239939414001788e-02 3.206138087111912172e-01 -3.565698066609638284e-01 -2.107803211523529008e+00
3.333333333333333148e-01 2.327105669325773007e-01 1.622823437770363336e-02 3.920667734371319768e-01 -9.236128030268472289e-01 -2.337524555197754594e+00
2.500000000000000000e-01 7.757018897752568365e-02 7.861964200583633836e-03 4.176766088689668477e-01 -1.386079944610312698e+00 -2.680599820321903692e+00
2.000000000000000111e-01 2.585672965917526142e-02 3.532070418238147241e-03 4.128465971142123991e-01 -1.868804644284846050e+00 -3.093729335979760187e+00
1.666666666666666574e-01 8.618909886391743977e-03 1.597894666204454544e-03 4.176529857079895325e-01 -2.316972657602724972e+00 -3.407144920292790591e+00
