# Jzz = 1.0	hz = 0.9	alphas = [(1+0j), (1-0j)]	betas = [1, 1]	lambdas = [1, 1]	
#1/N	Delta_0	Delta_2pik	r	log_Delta_0	log_Delta_2pik
5.000000000000000000e-01 6.981317007977317912e-01 7.713559877862094516e-02 4.334274658654780898e-01 -2.718565045095820421e-01 -1.509349646080801355e+00
3.333333333333333148e-01 2.327105669325772730e-01 4.112831906256135539e-02 4.462300743639909251e-01 -7.939915454995896127e-01 -1.740486502661241497e+00
2.500000000000000000e-01 7.757018897752575304e-02 1.684107393227305891e-02 4.572959561534287176e-01 -1.271838597937482662e+00 -2.204153965472497756e+00
2.000000000000000111e-01 2.585672965917526489e-02 7.568431089270067497e-03 4.586412101462501445e-01 -1.754312544441967381e+00 -2.489013886249249019e+00
1.666666666666666574e-01 8.618909886391754385e-03 4.119818311996037430e-03 4.604153054907131337e-01 -2.220358929847061624e+00 -2.749779443189909856e+00
