# Jzz = 1.0	hz = 0.9	alphas = [(0.98480775301220802+0.1736481776669303j), (0.98480775301220802-0.1736481776669303j)]	betas = [1, 1]	lambdas = [1, 1]	
#1/N	Delta_0	Delta_2pik	r	log_Delta_0	log_Delta_2pik
5.000000000000000000e-01 6.981317007977317912e-01 4.827472886366480920e-02 4.840928629121583060e-01 -2.356578466415174544e-01 -1.755765224536679492e+00
3.333333333333333148e-01 2.327105669325772730e-01 1.338863246690970461e-02 4.638147151388673506e-01 -7.487333632413494255e-01 -2.362757961750127311e+00
2.500000000000000000e-01 7.757018897752573916e-02 3.774286573166167266e-03 4.679797478654446063e-01 -1.240435826299332023e+00 -3.042295891596614954e+00
2.000000000000000111e-01 2.585672965917523713e-02 1.435158053736337392e-03 4.615370240753036701e-01 -1.730713457953007239e+00 -3.460301272374909143e+00
1.666666666666666574e-01 8.618909886391750916e-03 6.798766340460514956e-04 4.637186091719792125e-01 -2.210352678040134133e+00 -3.911845729066803390e+00
