# Jzz = 1.0	hz = 0.9	alphas = [(0.96592582628906831+0.25881904510252074j), (0.96592582628906831-0.25881904510252074j)]	betas = [1, 1]	lambdas = [1, 1]	
#1/N	Delta_0	Delta_2pik	r	log_Delta_0	log_Delta_2pik
5.000000000000000000e-01 6.981317007977317912e-01 1.478453911535436600e-02 4.574377413145339077e-01 -2.520891592973148465e-01 -2.327024038099059666e+00
3.333333333333333148e-01 2.327105669325772452e-01 2.061740287715430314e-03 4.342243630051990655e-01 -7.757358495794122177e-01 -3.312320670931136579e+00
2.500000000000000000e-01 7.757018897752576692e-02 6.233366807554339539e-04 4.202311418126055131e-01 -1.291323158762940793e+00 -4.173763289279883715e+00
2.000000000000000111e-01 2.585672965917525101e-02 1.087888518431448395e-04 4.073099858603035361e-01 -1.786256437965731081e+00 -5.071583933549126399e+00
1.666666666666666574e-01 8.618909886391757855e-03 3.794940650792078874e-05 4.061215509458827588e-01 -2.273047799421592963e+00 -5.730511357720743604e+00
