# Jzz = 1.0	hz = 0.9	alphas = [(0.99619469809174555+0.087155742747658152j), (0.99619469809174555-0.087155742747658152j)]	betas = [1, 1]	lambdas = [1, 1]	
#1/N	Delta_0	Delta_2pik	r	log_Delta_0	log_Delta_2pik
5.000000000000000000e-01 6.981317007977319022e-01 5.517212461805313245e-02 4.349642422095918448e-01 -2.629841991967161174e-01 -1.736676774628827857e+00
3.333333333333333148e-01 2.327105669325772452e-01 2.164727878910434333e-02 4.681723276776036391e-01 -7.655777114062550792e-01 -2.145112690967246660e+00
2.500000000000000000e-01 7.757018897752576692e-02 8.571508734356284367e-03 4.729352913143929915e-01 -1.253436269814421911e+00 -2.618826013314969003e+00
2.000000000000000111e-01 2.585672965917523713e-02 2.927876711051431973e-03 4.684445122347073998e-01 -1.730614755717071240e+00 -3.136065157587008212e+00
1.666666666666666574e-01 8.618909886391745712e-03 1.130547916630847156e-03 4.627245897463911350e-01 -2.215790632995250586e+00 -3.681416970199760108e+00
