# Jzz = 1.0	hz = 0.9	alphas = [(0.98480775301220802+0.1736481776669303j), (0.98480775301220802-0.1736481776669303j)]	betas = [1, 1]	lambdas = [1, 1]	
#1/N	Delta_0	Delta_2pik	r	log_Delta_0	log_Delta_2pik
5.000000000000000000e-01 6.981317007977317912e-01 5.793526644091498423e-02 4.806873063916667355e-01 -2.307341759773106071e-01 -1.662076530443506339e+00
3.333333333333333148e-01 2.327105669325773007e-01 2.166893319604221851e-02 4.765888218955609545e-01 -7.353923835085517391e-01 -2.095485348924520430e+00
2.500000000000000000e-01 7.757018897752575304e-02 5.833661773216806089e-03 4.692447681613858834e-01 -1.237836130056571005e+00 -2.886140833548026308e+00
2.000000000000000111e-01 2.585672965917522673e-02 2.693795638100666186e-03 4.740848365699969480e-01 -1.715940169021838990e+00 -3.151361879459649629e+00
1.666666666666666574e-01 8.618909886391752651e-03 8.807969217638828745e-04 4.726280071080887768e-01 -2.200554623013362132e+00 -3.793373984337910620e+00
