# Jzz = 1.0	hz = 0.9	alphas = [(0.98480775301220802+0.1736481776669303j), (0.98480775301220802-0.1736481776669303j)]	betas = [1, 1]	lambdas = [1, 1]	
#1/N	Delta_0	Delta_2pik	r	log_Delta_0	log_Delta_2pik
5.000000000000000000e-01 6.981317007977317912e-01 1.474420952753526491e-02 4.484024149392203396e-01 -2.637386774641062304e-01 -2.340877068607875700e+00
3.333333333333333148e-01 2.327105669325772452e-01 3.198979693866394261e-03 4.099885636313629345e-01 -7.975214091843569886e-01 -3.138735022590004586e+00
2.500000000000000000e-01 7.757018897752572528e-02 5.701998698346135916e-04 4.352849380680135494e-01 -1.271469726538767331e+00 -4.068277868224258853e+00
2.000000000000000111e-01 2.585672965917524407e-02 9.932730073909324861e-05 4.148771402122855001e-01 -1.783471744288087413e+00 -5.040342203856509329e+00
1.666666666666666574e-01 8.618909886391750916e-03 3.520227849964943466e-05 4.142679839724221491e-01 -2.265021718513625881e+00 -5.690095888026932336e+00
