# Jzz = 1.0	hz = 0.9	alphas = [(0.98480775301220802+0.1736481776669303j), (0.98480775301220802-0.1736481776669303j)]	betas = [1, 1]	lambdas = [1, 1]	
#1/N	Delta_0	Delta_2pik	r	log_Delta_0	log_Delta_2pik
5.000000000000000000e-01 6.981317007977316802e-01 2.756006889543209312e-02 4.179412598854614913e-01 -2.689374515138104327e-01 -2.081153562655466249e+00
3.333333333333333148e-01 2.327105669325771897e-01 8.116409345064974634e-03 4.530647179346384279e-01 -7.661512884013801372e-01 -2.679734212063848542e+00
2.500000000000000000e-01 7.757018897752575304e-02 2.346635013366418776e-03 4.537629598756554028e-01 -1.255817574470140086e+00 -3.296995379077297006e+00
2.000000000000000111e-01 2.585672965917523367e-02 5.961361691202142921e-04 4.332071133463941126e-01 -1.751155882864448232e+00 -3.969721510110816087e+00
1.666666666666666574e-01 8.618909886391733569e-03 1.909544858032026938e-04 4.317559799138420695e-01 -2.239064676085866790e+00 -4.760437277837423764e+00
