# Jzz = 1.0	hz = 0.9	alphas = [(0.93969262078590843+0.34202014332566866j), (0.93969262078590843-0.34202014332566866j)]	betas = [1, 1]	lambdas = [1, 1]	
#1/N	Delta_0	Delta_2pik	r	log_Delta_0	log_Delta_2pik
5.000000000000000000e-01 6.981317007977319022e-01 4.269825577418021739e-02 4.195581803507895668e-01 -2.524880948294896399e-01 -1.867085922452595970e+00
3.333333333333333148e-01 2.327105669325772730e-01 9.583739731419464031e-03 4.578008889046662477e-01 -7.558548906039775916e-01 -2.542735100026850770e+00
2.500000000000000000e-01 7.757018897752576692e-02 3.403610958184458482e-03 4.619574182503465298e-01 -1.239904608883959591e+00 -3.187185738528663492e+00
2.000000000000000111e-01 2.585672965917525101e-02 8.397486897199244816e-04 4.493410444159489647e-01 -1.740283975194133026e+00 -3.918484121003376508e+00
1.666666666666666574e-01 8.618909886391759589e-03 4.230790601557549223e-04 4.584105400108605677e-01 -2.214344417566414869e+00 -4.173533401275082433e+00
