# Jzz = 1.0	hz = 0.9	alphas = [(0.86602540378443871+0.49999999999999994j), (0.86602540378443871-0.49999999999999994j)]	betas = [1, 1]	lambdas = [1, 1]	
#1/N	Delta_0	Delta_2pik	r	log_Delta_0	log_Delta_2pik
5.000000000000000000e-01 6.981317007977317912e-01 1.156117099120785793e-02 5.118185668400947463e-01 -3.068183619669039297e-01 -2.564607510381756939e+00
3.333333333333333148e-01 2.327105669325772730e-01 1.603742446361762887e-03 4.519176554288795722e-01 -8.158201222322859492e-01 -3.682023644614975666e+00
2.500000000000000000e-01 7.757018897752573916e-02 3.680048822222389566e-04 4.132224414567562398e-01 -1.303153473695852105e+00 -4.572382134870179193e+00
2.000000000000000111e-01 2.585672965917527183e-02 1.503034565975461636e-04 4.144589194915797026e-01 -1.793710381039337109e+00 -5.340428449576889669e+00
1.666666666666666574e-01 8.618909886391757855e-03 1.503195836162242551e-05 4.059258361130791415e-01 -2.283754217939315101e+00 -inf
