# Jzz = 1.0	hz = 0.9	alphas = [(0.96592582628906831+0.25881904510252074j), (0.96592582628906831-0.25881904510252074j)]	betas = [1, 1]	lambdas = [1, 1]	
#1/N	Delta_0	Delta_2pik	r	log_Delta_0	log_Delta_2pik
5.000000000000000000e-01 6.981317007977316802e-01 9.514473174273863076e-02 5.590983597562290131e-01 -2.089641649723776862e-01 -1.455917172684699334e+00
3.333333333333333148e-01 2.327105669325772452e-01 2.046282258344153671e-02 4.922651954116137318e-01 -7.288803421758791590e-01 -2.132160833316465443e+00
2.500000000000000000e-01 7.757018897752576692e-02 6.793523095574066119e-03 4.896329265498720051e-01 -1.224916279329432589e+00 -2.679227265325929253e+00
2.000000000000000111e-01 2.585672965917523713e-02 3.251279873313578719e-03 5.035846729654686049e-01 -1.698324579073396068e+00 -3.126610449331392427e+00
1.666666666666666574e-01 8.618909886391764794e-03 1.225964886887049438e-03 5.050705041925097616e-01 -2.178243944614179028e+00 -3.553054136896267590e+00
