# Jzz = 1.0	hz = 0.9	alphas = [(0.86602540378443871+0.49999999999999994j), (0.86602540378443871-0.49999999999999994j)]	betas = [1, 1]	lambdas = [1, 1]	
#1/N	Delta_0	Delta_2pik	r	log_Delta_0	log_Delta_2pik
5.000000000000000000e-01 6.981317007977319022e-01 7.335797175537865644e-02 5.244556584672968036e-01 -2.706345692811378267e-01 -1.583919491757282305e+00
3.333333333333333148e-01 2.327105669325772730e-01 1.371007182967655218e-02 4.826936104373391601e-01 -7.574600446003911802e-01 -2.437417262120257444e+00
2.500000000000000000e-01 7.757018897752575304e-02 4.154928058209850575e-03 4.623938397671805700e-01 -1.252058018306957843e+00 -2.998460192031612959e+00
2.000000000000000111e-01 2.585672965917527183e-02 2.001324196238734969e-03 4.563118466187780498e-01 -1.737126717021536759e+00 -3.549103634239354932e+00
1.666666666666666574e-01 8.618909886391747446e-03 7.208004924908842934e-04 4.684930775933748293e-01 -2.211006137013014961e+00 -3.981450004152978561e+00
