# Jzz = 1.0	hz = 0.9	alphas = [(0.86602540378443871+0.49999999999999994j), (0.86602540378443871-0.49999999999999994j)]	betas = [1, 1]	lambdas = [1, 1]	
#1/N	Delta_0	Delta_2pik	r	log_Delta_0	log_Delta_2pik
5.000000000000000000e-01 6.981317007977316802e-01 3.668264894605103611e-03 5.066876701010744055e-01 -3.248151411690956558e-01 -3.191470602995723382e+00
3.333333333333333148e-01 2.327105669325772730e-01 2.888951027695934584e-04 5.000438545400635038e-01 -8.042428215395877045e-01 -4.664917852505332085e+00
2.500000000000000000e-01 7.757018897752573916e-02 3.430332880928213616e-05 4.177112488472972118e-01 -1.341219802407413120e+00 -5.942344324405755884e+00
2.000000000000000111e-01 2.585672965917524754e-02 8.460943040862012747e-06 3.940541704517764310e-01 -1.819348925272445072e+00 -7.165660766587609309e+00
1.666666666666666574e-01 8.618909886391740507e-03 1.127228168364470536e-06 3.939417972774293952e-01 -2.304210282635691609e+00 -inf
