# Jzz = 1.0	hz = 0.9	alphas = [(0.90630778703664994+0.42261826174069939j), (0.90630778703664994-0.42261826174069939j)]	betas = [1, 1]	lambdas = [1, 1]	
#1/N	Delta_0	Delta_2pik	r	log_Delta_0	log_Delta_2pik
5.000000000000000000e-01 6.981317007977315692e-01 3.001749314551909603e-02 3.913742435493863248e-01 -2.912880126171631945e-01 -1.979565371584500744e+00
3.333333333333333148e-01 2.327105669325772730e-01 4.655251909831801919e-03 4.422051970373119256e-01 -7.866385894825027592e-01 -2.935130243298162078e+00
2.500000000000000000e-01 7.757018897752578079e-02 2.235644273595474574e-03 4.462014403315413547e-01 -1.267424080450747281e+00 -3.401041386491056695e+00
2.000000000000000111e-01 2.585672965917523367e-02 6.648711088815354451e-04 4.302128460833129497e-01 -1.767091520998002485e+00 -4.239204444471749156e+00
1.666666666666666574e-01 8.618909886391742242e-03 4.251254540697407304e-04 4.309178731673312668e-01 -2.244471659286414678e+00 -4.372491566869730839e+00
