# Jzz = 1.0	hz = 0.9	alphas = [(0.99619469809174555+0.087155742747658152j), (0.99619469809174555-0.087155742747658152j)]	betas = [1, 1]	lambdas = [1, 1]	
#1/N	Delta_0	Delta_2pik	r	log_Delta_0	log_Delta_2pik
5.000000000000000000e-01 6.981317007977317912e-01 3.883124265884782544e-02 3.840132782363858133e-01 -3.023261249133011308e-01 -1.849299207251398069e+00
3.333333333333333148e-01 2.327105669325772730e-01 1.027970372550448402e-02 4.476889435851205690e-01 -8.109805368386523439e-01 -2.586649372705307037e+00
2.500000000000000000e-01 7.757018897752580855e-02 4.041225313420593150e-03 4.520676218132029245e-01 -1.280836219443511670e+00 -3.199176029967015555e+00
2.000000000000000111e-01 2.585672965917524060e-02 1.559151357765026311e-03 4.470157031706369910e-01 -1.753739790791346786e+00 -3.568458658335411204e+00
1.666666666666666574e-01 8.618909886391759589e-03 7.191169031938713686e-04 4.479211280030601650e-01 -2.230210904755514090e+00 -3.959371330468284267e+00
