#hz=0.3
# phi hc
#-0.436332312999	0.58808157507	0.0150764025099
-0.349065850399	0.605494936921	0.00761015547944
-0.261799387799	0.562259840785	0.00846873275919
-0.174532925199	0.477540036841	0.0187773874275
-0.0872664625997	0.325420146214	0.0266975729325
-0.0623331875712	0.235708310096	0.0374156614659
-0.049866550057	0.221131453941	0.0292362940295
-0.0373999125427	0.205256782055	0.0268313651298
-0.0249332750285	0.147311668084	0.0439786573547
-0.0124666375142	0.0831693563032	0.0149493536973
0.0 0.0 0.0043
0.0124666375142	0.0982029464372	0.068880990633
0.0249332750285	0.143553063649	0.0273800809226
0.0373999125427	0.170308835472	0.0343472429046
0.049866550057	0.220287649555	0.0301751793323
0.0623331875712	0.268167901622	0.0324189032185
0.0872664625997	0.313948064616	0.0247831124978
0.0872664625997	0.323296367482	0.0297310829491
#0.174532925199	0.546084682779	0.0595079739055
0.174532925199	0.511111319039	0.0407452260395
0.261799387799	0.583435222869	0.0244844715717
0.349065850399	0.644464624443	0.00954115709793
#0.436332312999	0.508490450437	0.0135414454551
